Site	Street Number	Prefix	Street Name	Suffix	Site Modifier Full	Site Lot Number	Site City	Site State	Site Zip5	Initial Meter Set Date
36332388	3267	E	COLCORD	RD			PAYSON	ARIZONA	85541	10/21/2011 12:00:00 AM
36360284	845	E	COCHISE	DR	APT B		PHOENIX	ARIZONA	85020	7/21/2011 12:00:00 AM
36392381	5000	N	MALL	WAY			FLAGSTAFF	ARIZONA	86004	6/27/2012 12:00:00 AM
36402387	705	E	WASHINGTON		TEMPY		PHOENIX	ARIZONA	85034	6/27/2011 12:00:00 AM
36407285	16754	W	ADAMS	ST		40	GOODYEAR	ARIZONA	85338	6/27/2011 12:00:00 AM
36415289	17025	N	WHITE TANK VISTA			3	SURPRISE	ARIZONA	85374	6/17/2011 12:00:00 AM
36442383	20435	N	7	ST	UNIT 1094		PHOENIX	ARIZONA	85024	6/14/2012 12:00:00 AM
36456286	4241	N	150	AVE		250	GOODYEAR	ARIZONA	85395	5/19/2010 12:00:00 AM
36471388	10755	N	124	ST			SCOTTSDALE	ARIZONA	85259	5/19/2011 12:00:00 AM
36488287	3970	W	24	ST	STE 214		YUMA	ARIZONA	85364	9/27/2010 12:00:00 AM
36530282	15037	N	37	AVE			PHOENIX	ARIZONA	85053	10/4/2011 12:00:00 AM
36565282	12320	W	DENTON	ST		554	LITCHFIELD PARK	ARIZONA	85340	5/18/2011 12:00:00 AM
36580285	1330	N	LA MADERA	DR			SAN LUIS	ARIZONA	85349	5/20/2011 12:00:00 AM
36618288	3545	W	18	PL		176	YUMA	ARIZONA	85364	2/10/2010 12:00:00 AM
36649280	30047	N	WHIPSAW	RD		2117	PEORIA	ARIZONA	85383	10/5/2011 12:00:00 AM
36680386	2001	S	FOREST SERVICE ROAD 623				PRESCOTT	ARIZONA	86303	5/6/2011 12:00:00 AM
36741380	4175	N	GOLDWATER	BLVD	UNIT		SCOTTSDALE	ARIZONA	85251	10/26/2010 12:00:00 AM
36750282	9223	N	12	ST	APT 101		PHOENIX	ARIZONA	85020	3/23/2011 12:00:00 AM
36781283	2214	E	SIESTA	LN		70	PHOENIX	ARIZONA	85024	2/15/2011 12:00:00 AM
36812286	7682	E	PASARO	DR	LOT 138	138	SCOTTSDALE	ARIZONA	85266	1/25/2012 12:00:00 AM
36858280	42108		ABEL	WAY			SALOME	ARIZONA	85348	1/20/2012 12:00:00 AM
36887283	16244	W	PAPAGO	ST	4586 JSP	35	GOODYEAR	ARIZONA	85338	6/13/2012 12:00:00 AM
36897281	17005	W	RIO VISTA	LN		4	GOODYEAR	ARIZONA	85338	4/15/2010 12:00:00 AM
36902289	12746	W	MONTE VISTA	RD		391	AVONDALE	ARIZONA	85392	1/5/2011 12:00:00 AM
36921383	23460	N	19	AVE	STE 110 1OF2		PHOENIX	ARIZONA	85027	7/23/2010 12:00:00 AM
36981383	25054	N	47	LN		9	PHOENIX	ARIZONA	85083	10/5/2011 12:00:00 AM
36991381	9474		DOWS RANCH	RD			PRESCOTT VALLEY	ARIZONA	86315	8/15/2011 12:00:00 AM
37140288	7300	N	DREAMY DRAW	DR	APT 218		PHOENIX	ARIZONA	85020	10/28/2011 12:00:00 AM
37150285	716	E	MISSION	LN			PHOENIX	ARIZONA	85020	1/24/2012 12:00:00 AM
37190383	389	W	AF LEWIS	ST	104		ASH FORK	ARIZONA	86320	3/1/2010 12:00:00 AM
37307284	16762	W	ADAMS	ST		41	GOODYEAR	ARIZONA	85338	6/30/2011 12:00:00 AM
37339285	23794	W	YAVAPAI	ST		5	BUCKEYE	ARIZONA	85326	6/3/2010 12:00:00 AM
37351380	10530	E	STAGECOACH PASS	RD			SCOTTSDALE	ARIZONA	85262	2/8/2012 12:00:00 AM
37431380	901	S	WESTERLY	DR			PAYSON	ARIZONA	85541	5/11/2011 12:00:00 AM
37437280	16612	W	WASHINGTON	ST		5	GOODYEAR	ARIZONA	85338	5/6/2010 12:00:00 AM
37441286	1239	E	MORROW	DR		30	PHOENIX	ARIZONA	85024	4/7/2011 12:00:00 AM
37472388	26650	W	DREAMY DRAW	RD			CASA GRANDE	ARIZONA	85193	3/28/2012 12:00:00 AM
37482383	1238	S	3	AVE			PHOENIX	ARIZONA	85003	6/8/2012 12:00:00 AM
37489288	548	S	BINGHAM	WAY		80	SOMERTON	ARIZONA	85350	7/1/2010 12:00:00 AM
37540289	1915	E	ROYAL PALM	RD			PHOENIX	ARIZONA	85020	10/29/2011 12:00:00 AM
37611287	6780	E	HIGHWAY 69		LLE		PRESCOTT VALLEY	ARIZONA	86314	6/15/2011 12:00:00 AM
37621282	710	W	BETHANY HOME	RD			PHOENIX	ARIZONA	85013	4/25/2011 12:00:00 AM
37651382	400		GC PAIUTE LCOM-4	RD			GRAND CANYON	ARIZONA	86023	6/16/2011 12:00:00 AM
37688289	124	N	CALIFORNIA	ST	UNIT 22		CHANDLER	ARIZONA	85225	11/19/2010 12:00:00 AM
37709288	17662	W	CEDARWOOD	LN		3	GOODYEAR	ARIZONA	85338	10/26/2010 12:00:00 AM
37781289	1455		WILLOW CREEK	RD	REAR		PRESCOTT	ARIZONA	86301	9/15/2011 12:00:00 AM
37840383	126	N	193	AVE		130	BUCKEYE	ARIZONA	85326	7/13/2011 12:00:00 AM
37851387	997	E	PINE KNOLL	DR	UNIT 732		FLAGSTAFF	ARIZONA	86001	1/3/2011 12:00:00 AM
37888280	124	N	CALIFORNIA	ST	UNIT 23		CHANDLER	ARIZONA	85225	11/19/2010 12:00:00 AM
37927285	12125	W	PATRICK	LN		75	SUN CITY	ARIZONA	85373	12/13/2011 12:00:00 AM
37951285	7509	N	12	ST	REAR		PHOENIX	ARIZONA	85020	8/14/2012 12:00:00 AM
37982382	8204	N	LOOKOUT VIEW	TRL			FLAGSTAFF	ARIZONA	86004	6/28/2012 12:00:00 AM
38018287	21025	W	WYCLIFF	DR		903	BUCKEYE	ARIZONA	85396	5/19/2011 12:00:00 AM
38049281	6059	E	OVERLOOK	LN		57	YUMA	ARIZONA	85365	2/22/2012 12:00:00 AM
38092388	3780	W	HAPPY VALLEY	RD	STE 128		GLENDALE	ARIZONA	85310	5/30/2012 12:00:00 AM
38138280	32817	N	16	GLN		26	PHOENIX	ARIZONA	85085	4/18/2011 12:00:00 AM
38187284	16190	W	HUALAPAI	ST	5874 JSP	125	GOODYEAR	ARIZONA	85338	7/5/2012 12:00:00 AM
38191284	740	W	AIRE LIBRE	AVE		141	PHOENIX	ARIZONA	85023	7/20/2010 12:00:00 AM
38231385	3330	E	VAN BUREN	ST	APT 112		PHOENIX	ARIZONA	85008	10/8/2010 12:00:00 AM
38280385	46251		HIGHWAY 60				SALOME	ARIZONA	85348	2/18/2010 12:00:00 AM
38379281	20025	N	20	ST	UNIT 106		PHOENIX	ARIZONA	85024	8/11/2010 12:00:00 AM
38478280	5350	E	DEER VALLEY	RD	UNIT 3276		PHOENIX	ARIZONA	85054	7/8/2010 12:00:00 AM
38478285	5350	E	DEER VALLEY	RD	UNIT 4275		PHOENIX	ARIZONA	85054	7/8/2010 12:00:00 AM
38481285	24043	N	59	DR		9	GLENDALE	ARIZONA	85310	6/21/2011 12:00:00 AM
38530385	9860	S	ESTRELLA		B100		GOODYEAR	ARIZONA	85338	10/10/2011 12:00:00 AM
38540282	4429	W	SHANGRI LA	RD			GLENDALE	ARIZONA	85304	11/12/2010 12:00:00 AM
38598286	16240	N	30	PL	UNIT 102		PHOENIX	ARIZONA	85032	6/10/2010 12:00:00 AM
38600287	2403	N	23	ST	UNIT 3		PHOENIX	ARIZONA	85006	10/14/2010 12:00:00 AM
38601383	7700	E	40	PL		93	YUMA	ARIZONA	85365	6/18/2010 12:00:00 AM
38603284	464	W	MIDLAND	LN		173	GILBERT	ARIZONA	85233	5/13/2011 12:00:00 AM
38620285	4636	W	CHARLESTON	AVE			GLENDALE	ARIZONA	85308	5/2/2012 12:00:00 AM
38665282	13150		IRON HAWK	DR		227	PRESCOTT	ARIZONA	86305	8/3/2011 12:00:00 AM
38677286	1344	E	JARDIN	DR	LOT 216		CASA GRANDE	ARIZONA	85122	6/2/2010 12:00:00 AM
38691385	8175	NW	GRAND	AVE			PEORIA	ARIZONA	85345	8/5/2011 12:00:00 AM
38758280	17833	W	VERDIN	RD		5	GOODYEAR	ARIZONA	85338	4/18/2012 12:00:00 AM
38769288	3400	S	AVENUE 7E		UNIT 195		YUMA	ARIZONA	85365	11/23/2010 12:00:00 AM
38791285	8613	W	PARADISE	LN		35	PEORIA	ARIZONA	85382	3/11/2010 12:00:00 AM
38811389	1230	N	CLOUD CLIFF	PASS		576	PRESCOTT VALLEY	ARIZONA	86314	7/9/2010 12:00:00 AM
38818282	18273		CAMINO REAL	DR		702	SURPRISE	ARIZONA	85374	1/31/2012 12:00:00 AM
38825285	4440	W	BRAIDED REIN			3	FLAGSTAFF	ARIZONA	86001	7/14/2010 12:00:00 AM
38861382	674	S	MAY	AVE	SPC 16A		YUMA	ARIZONA	85364	5/16/2011 12:00:00 AM
38887288	17530	W	DAHLIA	DR		226	SURPRISE	ARIZONA	85388	5/6/2010 12:00:00 AM
38912288	10152	E	CAVEDALE	DR		261	SCOTTSDALE	ARIZONA	85262	3/25/2011 12:00:00 AM
38928289	32818	N	15	GLN		35	PHOENIX	ARIZONA	85085	6/16/2010 12:00:00 AM
38982380	809	N	5	AVE	UNIT 119		PHOENIX	ARIZONA	85003	7/27/2012 12:00:00 AM
38997284	5433	W	DESPERADO			329	PHOENIX	ARIZONA	85083	7/18/2011 12:00:00 AM
39012287	13822	E	53	LN		6118	YUMA	ARIZONA	85367	8/17/2010 12:00:00 AM
39061385	5413	S	RUSSELL	RD			GLOBE	ARIZONA	85501	12/21/2010 12:00:00 AM
39103384	705	N	MAIN	ST	ICE HSE		SAN LUIS	ARIZONA	85349	7/28/2012 12:00:00 AM
39157282	12564		154	AVE		7006	SURPRISE	ARIZONA	85379	3/11/2011 12:00:00 AM
39159284	23862	W	HARRISON	DR		192	BUCKEYE	ARIZONA	85326	9/15/2010 12:00:00 AM
39191286	16621	N	10	DR		166	PHOENIX	ARIZONA	85023	11/1/2010 12:00:00 AM
39200286	3414	W	SANDRA	TER			PHOENIX	ARIZONA	85053	6/16/2011 12:00:00 AM
39254282	1923	W	CHERYL	DR	STE A		PHOENIX	ARIZONA	85021	5/24/2011 12:00:00 AM
39280389	43783		PERRY	LN			BOUSE	ARIZONA	85325	3/15/2010 12:00:00 AM
39312283	1961		PUTNAM	PL		292	PRESCOTT	ARIZONA	86301	8/16/2011 12:00:00 AM
39360288	937	E	COCHISE	DR			PHOENIX	ARIZONA	85020	7/20/2011 12:00:00 AM
39362382	940	E	JACKSON	DR	APT 314		FLAGSTAFF	ARIZONA	86001	8/18/2012 12:00:00 AM
39390284	2502	W	GELDING	DR			PHOENIX	ARIZONA	85023	8/17/2010 12:00:00 AM
39411380	1900	W	30	ST	APT 128		YUMA	ARIZONA	85364	11/16/2010 12:00:00 AM
39518286	11533	E	24	LN		401	YUMA	ARIZONA	85367	7/14/2011 12:00:00 AM
39580383	53243		TC HIGHWAY 160		TRLR SGL WD		TUBA CITY	ARIZONA	86045	2/3/2010 12:00:00 AM
39632389	20435	N	7	ST	UNIT 1028		PHOENIX	ARIZONA	85024	5/2/2012 12:00:00 AM
39711380	745	E	DEL CHI	DR			TONTO BASIN	ARIZONA	85553	6/16/2010 12:00:00 AM
39751389	833	N	COOPER	RD	STE 104		GILBERT	ARIZONA	85233	12/15/2011 12:00:00 AM
39769289	30320	N	54	ST		110	CAVE CREEK	ARIZONA	85331	12/14/2011 12:00:00 AM
39813286	16036	N	11	AVE	UNIT 1024	24	PHOENIX	ARIZONA	85023	11/3/2011 12:00:00 AM
39835289	10655	N	9	ST	UNIT 126		PHOENIX	ARIZONA	85020	5/14/2010 12:00:00 AM
39861285	902	E	MESCAL	ST		590	PHOENIX	ARIZONA	85020	11/2/2011 12:00:00 AM
39917281	14468	W	DESERT FLOWER	DR		64	GOODYEAR	ARIZONA	85395	6/21/2012 12:00:00 AM
39970388			STRAWBERRY MOBILE HAVEN		LOT 36		PINE	ARIZONA	85544	1/15/2010 12:00:00 AM
40011388	20936	N	109	PL			SCOTTSDALE	ARIZONA	85255	3/9/2011 12:00:00 AM
40021383	4030	N	11	ST	QWEST		PHOENIX	ARIZONA	85014	9/30/2010 12:00:00 AM
40042388	20435	N	7	ST	UNIT 3069		PHOENIX	ARIZONA	85024	3/21/2012 12:00:00 AM
40056281	5062	S	AMETHYST	RD		41	FLAGSTAFF	ARIZONA	86001	8/19/2010 12:00:00 AM
40072389	2597	E	OAK	ST	APT 2		PHOENIX	ARIZONA	85008	5/3/2012 12:00:00 AM
40088281	308	W	HERRO	LN		2	PHOENIX	ARIZONA	85013	4/22/2011 12:00:00 AM
40120283	1508	E	ROVEY	AVE	UNIT 4		PHOENIX	ARIZONA	85014	10/27/2011 12:00:00 AM
40198289	9826	W	MELINDA	LN		2	PEORIA	ARIZONA	85382	1/3/2011 12:00:00 AM
40208285	4256		HIGHWAY 69		PUMP		DEWEY	ARIZONA	86327	8/11/2010 12:00:00 AM
40210285	404		GREENWICH	RD			KEARNY	ARIZONA	85137	12/10/2010 12:00:00 AM
40220280	10220		DESERT ROCK	DR			SUN CITY	ARIZONA	85351	1/11/2010 12:00:00 AM
40291285	13217	N	13	PL		114	PHOENIX	ARIZONA	85022	7/27/2010 12:00:00 AM
40361382	604		GC PAIUTE	CIR			GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
40410286	14414	N	50	LN			GLENDALE	ARIZONA	85306	10/11/2011 12:00:00 AM
40448283	3565	W	22	ST	STE E		YUMA	ARIZONA	85364	6/23/2010 12:00:00 AM
40460283	10001	N	7	ST	APT 203		PHOENIX	ARIZONA	85020	2/9/2012 12:00:00 AM
40569289	15323	N	SCOTTSDALE	RD	STE 100		SCOTTSDALE	ARIZONA	85254	12/1/2011 12:00:00 AM
40818281	5549	E	35	ST		65	YUMA	ARIZONA	85365	10/28/2011 12:00:00 AM
40837283	16663	W	WASHINGTON	ST		39	GOODYEAR	ARIZONA	85338	9/20/2010 12:00:00 AM
40900288	4141	W	MONTE CRISTO	AVE			PHOENIX	ARIZONA	85053	6/28/2010 12:00:00 AM
40911289	2815	E	ROOSEVELT	ST			PHOENIX	ARIZONA	85008	1/13/2010 12:00:00 AM
40987285	18617	W	LUKE	AVE		209	LITCHFIELD PARK	ARIZONA	85340	10/10/2011 12:00:00 AM
41056288	16804	N	42	AVE	UNIT 224		PHOENIX	ARIZONA	85053	5/5/2010 12:00:00 AM
41060384	1596	S	WATSON	RD			BUCKEYE	ARIZONA	85326	1/7/2010 12:00:00 AM
41120282	1350	E	BETHANY HOME	RD	UNIT 33		PHOENIX	ARIZONA	85014	10/27/2011 12:00:00 AM
41124285	26203	N	47	DR	SPRINK		PHOENIX	ARIZONA	85083	4/21/2011 12:00:00 AM
41179281	5328	E	BARWICK	DR		254	CAVE CREEK	ARIZONA	85331	2/22/2010 12:00:00 AM
41212384	133	W	6	ST	UNIT 531		TEMPE	ARIZONA	85281	8/23/2011 12:00:00 AM
41219284	9555	W	FRANK	AVE		8	PEORIA	ARIZONA	85382	11/16/2011 12:00:00 AM
41238284	5109	N	191	DR		189	LITCHFIELD PARK	ARIZONA	85340	3/19/2010 12:00:00 AM
41281289	1112	W	BECK	LN		194	PHOENIX	ARIZONA	85023	12/14/2011 12:00:00 AM
41282388	8096	W	VISTA DEL NORTE				PAYSON	ARIZONA	85541	5/3/2012 12:00:00 AM
41287280	12960	W	MONTGOMERY	RD		51	PEORIA	ARIZONA	85383	4/2/2010 12:00:00 AM
41297288	7400	W	MONTGOMERY	RD		125	PEORIA	ARIZONA	85383	1/20/2010 12:00:00 AM
41318280	4742	S	BOXWOOD	AVE		584	YUMA	ARIZONA	85365	10/6/2010 12:00:00 AM
41326281	30083	N	121	LN		79	PEORIA	ARIZONA	85383	6/3/2010 12:00:00 AM
41350387	10001	N	11	AVE	APT 8		PHOENIX	ARIZONA	85021	5/4/2011 12:00:00 AM
41374288	13022	W	COLUMBINE	DR		112	EL MIRAGE	ARIZONA	85335	2/16/2010 12:00:00 AM
41410287	14014	N	47	AVE			GLENDALE	ARIZONA	85306	10/11/2011 12:00:00 AM
41438287	19428	W	COLTER	ST		3	LITCHFIELD PARK	ARIZONA	85340	3/1/2010 12:00:00 AM
41542387	1504	S	SAN FRANCISCO	ST	APT 412		FLAGSTAFF	ARIZONA	86001	6/26/2012 12:00:00 AM
41547280	16202	W	GRANADA	RD		156	GOODYEAR	ARIZONA	85395	12/7/2011 12:00:00 AM
41560282	241	S	WASHINGTON	ST			CHANDLER	ARIZONA	85225	5/6/2011 12:00:00 AM
41562385	615	E	WEBER	DR	UNIT 1040		TEMPE	ARIZONA	85281	4/26/2012 12:00:00 AM
41631389	9105		LONG HILLS	DR	5557 JSP		SUN CITY	ARIZONA	85351	9/17/2010 12:00:00 AM
41643286	1343	E	LUPINE	AVE		59	PHOENIX	ARIZONA	85020	8/16/2011 12:00:00 AM
41669282	20025	N	20	ST	UNIT 107		PHOENIX	ARIZONA	85024	8/25/2010 12:00:00 AM
41688282	26138	W	TONTO	LN		6	BUCKEYE	ARIZONA	85396	6/17/2010 12:00:00 AM
41800286	15621	N	63	PL			SCOTTSDALE	ARIZONA	85254	8/14/2012 12:00:00 AM
41812382	5024	N	7	ST			PHOENIX	ARIZONA	85014	8/29/2011 12:00:00 AM
41858288	27286	W	MOHAWK	LN	3582	146	BUCKEYE	ARIZONA	85396	5/17/2010 12:00:00 AM
41887289	16384	W	CORTEZ	ST		92	SURPRISE	ARIZONA	85388	8/7/2012 12:00:00 AM
41900280	4815	W	BANFF	LN			GLENDALE	ARIZONA	85306	2/18/2011 12:00:00 AM
41931382	16		STAR VALE	DR	SPC 137		PAYSON	ARIZONA	85541	9/21/2010 12:00:00 AM
41982384	809	N	5	AVE	UNIT 121		PHOENIX	ARIZONA	85003	7/27/2012 12:00:00 AM
41997283	2142	W	SCULLY	DR		510	PHOENIX	ARIZONA	85023	12/7/2011 12:00:00 AM
42021388	120	N	MARTIN	AVE	APT D		GILA BEND	ARIZONA	85337	7/1/2010 12:00:00 AM
42047280	11555	E	DEL VERDE			78	YUMA	ARIZONA	85367	7/2/2012 12:00:00 AM
42048280	21535	N	58	AVE			GLENDALE	ARIZONA	85308	1/21/2011 12:00:00 AM
42060288	628	E	LAUREL	DR			CASA GRANDE	ARIZONA	85122	6/27/2012 12:00:00 AM
42087281	9381	W	ALYSSA	LN		2	PEORIA	ARIZONA	85383	8/12/2011 12:00:00 AM
42099285	4481	W	14	ST		65	YUMA	ARIZONA	85364	5/3/2010 12:00:00 AM
42131382	4312	N	BROWN				SCOTTSDALE	ARIZONA	85251	9/16/2010 12:00:00 AM
42131384	3330	E	VAN BUREN	ST	APT 334		PHOENIX	ARIZONA	85008	10/13/2010 12:00:00 AM
42187289	14921	W	GEORGIA	DR		9044	SURPRISE	ARIZONA	85379	2/10/2012 12:00:00 AM
42197282	16740	W	MAGNOLIA	ST		60	GOODYEAR	ARIZONA	85338	5/27/2011 12:00:00 AM
42209284	18835	N	THOMPSON PEAK	PKWY			SCOTTSDALE	ARIZONA	85255	9/20/2011 12:00:00 AM
42211382	1039	E	SAGUARO	DR	APT 45		GLOBE	ARIZONA	85501	7/7/2010 12:00:00 AM
42241387	997	E	PINE KNOLL	DR	APT 1422		FLAGSTAFF	ARIZONA	86001	11/1/2010 12:00:00 AM
42251380	3400	S	KOFA	DR	APT 380		FLAGSTAFF	ARIZONA	86001	11/24/2010 12:00:00 AM
42291286	831	N	QUAIL	LN		155	GILBERT	ARIZONA	85233	7/17/2012 12:00:00 AM
42300283	908	E	ROVEY	AVE			PHOENIX	ARIZONA	85014	8/15/2011 12:00:00 AM
42308287	30348	W	PIERCE	ST		514	BUCKEYE	ARIZONA	85396	2/19/2010 12:00:00 AM
42312389	490		ELK RIDGE	RD			YOUNG	ARIZONA	85554	7/15/2011 12:00:00 AM
42351381	3400		KOFA		APT 171		FLAGSTAFF	ARIZONA	86001	11/18/2010 12:00:00 AM
42460288	11459	N	16	ST	APT B		PHOENIX	ARIZONA	85020	8/16/2010 12:00:00 AM
42481287	3045	E	WAHALLA	LN		14	PHOENIX	ARIZONA	85050	2/14/2011 12:00:00 AM
42498286	9830	W	MELINDA	LN		3	PEORIA	ARIZONA	85382	12/27/2010 12:00:00 AM
42530287	2947	W	DAILEY	ST			PHOENIX	ARIZONA	85053	10/8/2010 12:00:00 AM
42622384	5607	W	BUCKSKIN	TRL	JSP3573	27	PHOENIX	ARIZONA	85083	7/25/2012 12:00:00 AM
42678281	5350	E	DEER VALLEY	RD	UNIT 4276		PHOENIX	ARIZONA	85054	7/8/2010 12:00:00 AM
42687282	9402	E	SERA BRISA			1	SCOTTSDALE	ARIZONA	85255	3/9/2010 12:00:00 AM
42721381	17714	W	REDWOOD	LN		29	GOODYEAR	ARIZONA	85338	11/4/2010 12:00:00 AM
42891282	3804	E	GRANDVIEW	RD		65	PHOENIX	ARIZONA	85032	8/23/2011 12:00:00 AM
42900280	4714	W	WALTANN	LN			GLENDALE	ARIZONA	85306	12/23/2010 12:00:00 AM
42941280	1124	E	ROSE	LN	UNIT 1		PHOENIX	ARIZONA	85014	10/27/2011 12:00:00 AM
42950384	1538	W	TOMBSTONE	TRL		102	PHOENIX	ARIZONA	85085	4/27/2012 12:00:00 AM
42968282	5350	E	DEER VALLEY	RD	UNIT 1274		PHOENIX	ARIZONA	85054	7/28/2010 12:00:00 AM
42995288	31816	N	227	AVE			WITTMANN	ARIZONA	85361	8/3/2012 12:00:00 AM
43021284	2380	W	BETTY ELYSE	LN			PHOENIX	ARIZONA	85023	10/4/2011 12:00:00 AM
43052387			W/O HWY 77 WEAN TO FINISH		2		HOLBROOK	ARIZONA	86025	12/16/2011 12:00:00 AM
43069282	3400	S	AVENUE 7E		UNIT 31		YUMA	ARIZONA	85365	11/19/2010 12:00:00 AM
43080382	1502	W	MCDOWELL	RD	STE 1		PHOENIX	ARIZONA	85007	3/1/2010 12:00:00 AM
43098281	124	N	CALIFORNIA	ST	UNIT 24		CHANDLER	ARIZONA	85225	11/19/2010 12:00:00 AM
43120288	6232	N	14	ST	UNIT C		PHOENIX	ARIZONA	85014	1/12/2011 12:00:00 AM
43120289	6103	N	13	ST			PHOENIX	ARIZONA	85014	5/31/2012 12:00:00 AM
43121282	2310	W	ACOMA	DR			PHOENIX	ARIZONA	85023	7/8/2011 12:00:00 AM
43140284	1301	E	VISTA	AVE	APT D		PHOENIX	ARIZONA	85020	5/1/2012 12:00:00 AM
43200289	2924	W	JUNIPER	AVE			PHOENIX	ARIZONA	85053	8/1/2011 12:00:00 AM
43222381	1128		COMMERCE	DR			PRESCOTT	ARIZONA	86305	2/24/2012 12:00:00 AM
43238289	19217	W	READE	AVE		226	LITCHFIELD PARK	ARIZONA	85340	4/22/2010 12:00:00 AM
43240288	18019	N	134	DR			SUN CITY WEST	ARIZONA	85375	8/12/2010 12:00:00 AM
43248289	1487	N	STATE	AVE		30	SOMERTON	ARIZONA	85350	1/26/2010 12:00:00 AM
43321388	4070	N	9	ST	QWEST		PHOENIX	ARIZONA	85014	10/26/2010 12:00:00 AM
43428284	11250	E	HIGHWAY 69		SPC 2169		DEWEY	ARIZONA	86327	7/7/2011 12:00:00 AM
43542388	1502	S	SAN FRANCISCO	ST	HP		FLAGSTAFF	ARIZONA	86001	6/25/2012 12:00:00 AM
43547288	2300	N	162	AVE		194	GOODYEAR	ARIZONA	85395	4/5/2011 12:00:00 AM
43568285	16422	W	LILAC	ST		6	GOODYEAR	ARIZONA	85338	2/1/2010 12:00:00 AM
43591284	3231	W	SALTER	DR		180	PHOENIX	ARIZONA	85027	4/20/2011 12:00:00 AM
43687284	10185	W	WIZARD	LN		1	PEORIA	ARIZONA	85383	11/21/2011 12:00:00 AM
43691289	434	W	PALO VERDE	ST		54	GILBERT	ARIZONA	85233	5/18/2011 12:00:00 AM
43709285	17668	W	CEDARWOOD	LN		4	GOODYEAR	ARIZONA	85338	10/28/2010 12:00:00 AM
43732389	20435	N	7	ST	UNIT 2125		PHOENIX	ARIZONA	85024	3/28/2012 12:00:00 AM
43761286	810	E	BLUEFIELD	AVE	CAB		PHOENIX	ARIZONA	85022	3/4/2011 12:00:00 AM
43781283	8311	E	VIA DE VENTURA		APT 2010		SCOTTSDALE	ARIZONA	85258	7/27/2012 12:00:00 AM
43792384	16711	W	HOLLY	ST	IRRIG		GOODYEAR	ARIZONA	85395	7/20/2012 12:00:00 AM
43861382	985	S	APACHE KNOLLS	TRL			DEWEY	ARIZONA	86327	3/22/2011 12:00:00 AM
43871282	91		CATHEDRAL	LN	LOT 5	5	SEDONA	ARIZONA	86336	9/2/2010 12:00:00 AM
43932385	20435	N	7	ST	UNIT 1032		PHOENIX	ARIZONA	85024	5/2/2012 12:00:00 AM
43981281	16221	N	7	DR		83	PHOENIX	ARIZONA	85023	4/13/2010 12:00:00 AM
44034288	14817	S	AVENUE D				SOMERTON	ARIZONA	85350	7/9/2012 12:00:00 AM
44047284	12421	W	MILTON	DR		68	PEORIA	ARIZONA	85383	3/17/2010 12:00:00 AM
44084280	10944	E	ONYX	CT		35	SCOTTSDALE	ARIZONA	85259	7/25/2012 12:00:00 AM
44140280	1927	E	CACTUS WREN	DR			PHOENIX	ARIZONA	85020	3/19/2012 12:00:00 AM
44150280	1221	E	LAWRENCE	LN			PHOENIX	ARIZONA	85020	4/6/2012 12:00:00 AM
44166289	1222	E	JEN	DR		166	FLAGSTAFF	ARIZONA	86001	1/7/2010 12:00:00 AM
44168287	27812	N	58	DR		15	PHOENIX	ARIZONA	85083	8/9/2012 12:00:00 AM
44241387	997	E	PINE KNOLL	DR	APT 1333		FLAGSTAFF	ARIZONA	86001	11/1/2010 12:00:00 AM
44258282	17845	W	VERDIN	RD		6	GOODYEAR	ARIZONA	85338	4/11/2012 12:00:00 AM
44261383	997	E	PINE KNOLL	DR	UNIT 426		FLAGSTAFF	ARIZONA	86001	1/6/2011 12:00:00 AM
44261389	1112	S	16	ST	TEMPY		PHOENIX	ARIZONA	85034	2/3/2011 12:00:00 AM
44300286	135	E	LAWRENCE	RD			PHOENIX	ARIZONA	85012	1/25/2012 12:00:00 AM
44323284	33119	N	67	ST			CAVE CREEK	ARIZONA	85331	6/18/2010 12:00:00 AM
44360283	1154	E	BERYL	AVE			PHOENIX	ARIZONA	85020	11/2/2011 12:00:00 AM
44389281	3857	E	MONREAL	LN		44	SAN LUIS	ARIZONA	85349	2/11/2010 12:00:00 AM
44397288	16832	W	WATKINS	ST		35	GOODYEAR	ARIZONA	85338	2/9/2011 12:00:00 AM
44420285	13614	E	47	LN			YUMA	ARIZONA	85367	8/13/2010 12:00:00 AM
44428280	22635	W	LOMA LINDA	BLVD		2107	BUCKEYE	ARIZONA	85326	7/18/2011 12:00:00 AM
44432380	15351	W	BELL	RD	STE BF		SURPRISE	ARIZONA	85374	10/18/2011 12:00:00 AM
44461289	101	S	GOLDEN KEY	DR		382	GILBERT	ARIZONA	85233	1/25/2011 12:00:00 AM
44480388	5695	W	THREE FORKS	RD		6	PRESCOTT	ARIZONA	86305	4/27/2010 12:00:00 AM
44492381	19950	W	CAMBRIDGE	AVE	6405 JSP	5	BUCKEYE	ARIZONA	85396	6/23/2012 12:00:00 AM
44530287	4117	W	WILLOW	AVE			PHOENIX	ARIZONA	85029	4/15/2011 12:00:00 AM
44562387	615	E	WEBER	DR	UNIT 2037		TEMPE	ARIZONA	85281	4/26/2012 12:00:00 AM
44570283	3707	E	BLANCHE	DR			PHOENIX	ARIZONA	85032	5/9/2011 12:00:00 AM
